"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2474","Search 'Admin' in navigation bar","Google Chrome","Wed Jul 02 15:14:09 GMT 2025","passed","Wed Jul 02 15:14:12 GMT 2025","Search test","search_tests.spec.ts","",""
"","3334","Search 'Admin' in navigation bar","Safari","Wed Jul 02 15:14:20 GMT 2025","passed","Wed Jul 02 15:14:23 GMT 2025","Search test","search_tests.spec.ts","",""
"","3021","Login with correct credential","Google Chrome","Wed Jul 02 15:14:06 GMT 2025","passed","Wed Jul 02 15:14:09 GMT 2025","Login test","login_tests.spec.ts","",""
"","7742","Login with correct credential","Safari","Wed Jul 02 15:14:12 GMT 2025","passed","Wed Jul 02 15:14:20 GMT 2025","Login test","login_tests.spec.ts","",""
